StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,AWNA,PLNA,PLA,AWA,QTime_First Click,QTime_Last Click,QTime_Page Submit,QTime_Click Count,Age,School,Employment,HHI,Industry,Sex,per_week,time_spent,lifestyle,attention,country,statement,lose,win_work,win_invest,confirm
2019-03-18 21:47:28,2019-03-18 21:51:26,IP Address,122.174.162.159,100,237,True,2019-03-18 21:51:26,R_20MYrhhQNIRYaV8,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,0.778,0.778,1.812,1,18 - 24,Some college but no degree,Part-time looking for full-time,"$30,000 - $39,999","Farming, fishing, and forestry",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,Second,India,539286,,,,
2019-03-18 21:49:51,2019-03-18 21:51:39,IP Address,122.174.171.153,100,107,True,2019-03-18 21:51:39,R_2fpncIXI80Aeqni,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,1.327,1.327,20.537,1,25 - 34,Bachelor's degree in college (4-year),Part-time employed,"$20,000 - $29,999","Management, professional, and related",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,Second,India,505144,,,,
2019-03-18 21:50:48,2019-03-18 21:53:04,IP Address,122.174.123.236,100,135,True,2019-03-18 21:53:04,R_21h6ptJUukSBumG,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,6.715,15.593,15.892,3,25 - 34,Bachelor's degree in college (4-year),Part-time employed,"$10,000 - $19,999",Sales and office,Male,4-6 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,First,India,758078,,,,
2019-03-18 21:50:53,2019-03-18 21:53:04,IP Address,75.86.197.88,100,131,True,2019-03-18 21:53:05,R_1cSTT2PnV34Cblp,,,,,42.5601043701171875,-87.87560272216796875,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,22.464,22.464,23.451,1,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$50,000 - $59,999",Sales and office,Male,2-3 times a week,30 - 60 minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,860039
2019-03-18 21:49:51,2019-03-18 21:53:12,IP Address,171.49.195.248,100,200,True,2019-03-18 21:53:12,R_2aISiNrQmY8o2tD,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,1.186,1.186,14.434,1,18 - 24,Bachelor's degree in college (4-year),Full-time employed,"$20,000 - $29,999",Government,Female,4-6 times a week,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,India,,,Select here to acknowledge your understanding,,588354
2019-03-18 21:52:25,2019-03-18 21:53:27,IP Address,122.174.171.153,100,61,True,2019-03-18 21:53:27,R_31mEaD60fSuwTqe,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,1.039,1.807,2.112,2,25 - 34,Bachelor's degree in college (4-year),Part-time employed,"$20,000 - $29,999","Management, professional, and related",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,First,India,157518,,,,
2019-03-18 21:53:09,2019-03-18 21:54:08,IP Address,122.174.123.236,100,59,True,2019-03-18 21:54:09,R_1ff1RddCsdNhOg2,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,0.6,0.6,1.626,1,25 - 34,Bachelor's degree in college (4-year),Part-time employed,"$10,000 - $19,999",Sales and office,Male,4-6 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,India,,Select here to acknowledge your understanding,,,111308
2019-03-18 21:52:22,2019-03-18 21:54:29,IP Address,122.174.162.159,100,127,True,2019-03-18 21:54:30,R_2S3xxnHkxSCs7KV,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,0.698,0.698,1.429,1,18 - 24,Bachelor's degree in college (4-year),Part-time looking for full-time,"$40,000 - $49,999","Construction, extraction, and maintenance",Male,2-3 times a week,30 - 60 minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,India,,,Select here to acknowledge your understanding,,288774
2019-03-18 21:51:45,2019-03-18 21:57:42,IP Address,171.61.224.168,100,356,True,2019-03-18 21:57:42,R_Y4R7EQlSiyEpkWd,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,26.498,68.018,69.201,4,18 - 24,Bachelor's degree in college (4-year),Part-time employed,"$10,000 - $19,999",Sales and office,Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,India,,Select here to acknowledge your understanding,,,764480
2019-03-18 17:59:38,2019-03-18 18:00:10,IP Address,45.251.33.4,3,32,False,2019-03-18 22:00:55,R_3PgEEZynLgH2MGF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18 22:01:09,2019-03-18 22:04:25,IP Address,219.90.99.37,100,196,True,2019-03-18 22:04:26,R_2QG7eMYNmpeZTcL,,,,,18.97210693359375,72.8246002197265625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,25.582,25.582,27.061,1,45 - 54,Bachelor's degree in college (4-year),Not working and seeking employment (Unemployed),"Less than $10,000",Unemployed,Female,Daily,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,India,,Select here to acknowledge your understanding,,,657614
2019-03-18 22:08:13,2019-03-18 22:10:15,IP Address,66.222.54.93,100,121,True,2019-03-18 22:10:15,R_Pv9p2CLev2vMglr,,,,,42.7631988525390625,-88.1974029541015625,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,9.489,9.489,20.314,1,35 - 44,Master's degree,Full-time employed,"$100,000 - $149,999",Other,Female,2-3 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,487870
2019-03-18 22:20:50,2019-03-18 22:23:21,IP Address,68.224.5.71,100,151,True,2019-03-18 22:23:22,R_2E4XwGrnc3dnE3o,,,,,36.00970458984375,-115.21489715576171875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,12.871,29.569,30.665,2,45 - 54,Associate or Technical degree in college (2-year),Full-time employed,"$50,000 - $59,999",Sales and office,Female,4-6 times a week,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,759600
2019-03-18 18:28:50,2019-03-18 18:29:29,IP Address,122.164.95.166,3,39,False,2019-03-18 22:29:40,R_1GVojyXoqnpbSEO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18 23:06:52,2019-03-18 23:16:30,IP Address,77.111.246.24,100,577,True,2019-03-18 23:16:30,R_2YRQI45qorGxXTA,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,23.688,35.585,37.024,2,25 - 34,Some college but no degree,Not Working (disabled),"Less than $10,000",Unemployed,Male,Daily,More than 7 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,382534
2019-03-18 23:15:46,2019-03-18 23:16:53,IP Address,122.164.218.99,100,66,True,2019-03-18 23:16:53,R_Yam0z03eslmHcfD,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,0.601,0.601,1.434,1,25 - 34,Bachelor's degree in college (4-year),Part-time employed,"$20,000 - $29,999",Sales and office,Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,Second,India,404364,,,,
2019-03-18 23:42:38,2019-03-19 00:07:12,IP Address,223.182.242.129,100,1473,True,2019-03-19 00:07:12,R_2xQ0WNNwbPwhsDX,,,,,10.990997314453125,76.966705322265625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,42.882,42.882,44.673,1,35 - 44,Master's degree,Full-time employed,"$50,000 - $59,999",Service,Male,Daily,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,215378
2019-03-19 00:04:29,2019-03-19 00:07:47,IP Address,117.196.92.240,100,197,True,2019-03-19 00:07:47,R_3p8P0O94Mv2BIyP,,,,,23.033294677734375,72.61669921875,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,27.181,27.181,37.231,1,45 - 54,Bachelor's degree in college (4-year),Part-time employed,"$30,000 - $39,999","Management, professional, and related",Female,4-6 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,India,,Select here to acknowledge your understanding,,,357326
2019-03-19 01:17:10,2019-03-19 01:20:15,IP Address,59.95.174.253,100,184,True,2019-03-19 01:20:15,R_1CCG4IrJutxMIK7,,,,,9.4499969482421875,77.920013427734375,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,18.479,18.479,37.001,1,35 - 44,Master's degree,Full-time employed,"$30,000 - $39,999",Sales and office,Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,994607
2019-03-19 01:40:30,2019-03-19 01:41:48,IP Address,104.63.94.49,100,77,True,2019-03-19 01:41:48,R_2wpM0RErOFijuqI,,,,,42.61590576171875,-83.92479705810546875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,6.73,6.73,10.778,1,45 - 54,Master's degree,Full-time employed,"$100,000 - $149,999","Management, professional, and related",Male,Daily,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,235307
2019-03-19 02:18:28,2019-03-19 02:24:01,IP Address,191.96.97.58,100,333,True,2019-03-19 02:24:02,R_2riUgqQh2js3AkA,,,,,53.488006591796875,-113.47969818115234375,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,22.627,22.627,26.684,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999",Sales and office,Female,2-3 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,569575
2019-03-19 02:26:27,2019-03-19 02:28:55,IP Address,183.83.48.132,100,147,True,2019-03-19 02:28:56,R_1Dp812h73Rf9IPm,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,25.99,32.477,33.322,3,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999",Service,Male,Daily,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,561183
2019-03-19 02:36:58,2019-03-19 02:43:08,IP Address,79.53.183.134,100,369,True,2019-03-19 02:43:09,R_1cSyP6XVFAr2aS2,,,,,41.5594940185546875,14.6674041748046875,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,26.149,26.149,27.411,1,35 - 44,Some college but no degree,Part-time looking for full-time,"$10,000 - $19,999",Service,Male,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,Another Country,,Select here to acknowledge your understanding,,,400754
2019-03-18 23:43:41,2019-03-18 23:43:52,IP Address,103.108.76.22,3,11,False,2019-03-19 03:44:11,R_pyKoIuRMYnetLvb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19 04:54:35,2019-03-19 04:56:24,IP Address,73.135.252.131,100,109,True,2019-03-19 04:56:25,R_urLzjysY2EzC8QF,,,,,39.47869873046875,-77.34839630126953125,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,10.108,10.108,11.189,1,55 - 64,Some college but no degree,Full-time employed,"$60,000 - $69,999",Sales and office,Female,2-3 times a week,Less than 30 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,332762
2019-03-19 05:08:58,2019-03-19 05:11:51,IP Address,68.227.104.50,100,173,True,2019-03-19 05:11:51,R_z9ksLhJSv3yLtAJ,,,,,35.62109375,-97.47570037841796875,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,28.117,28.117,30.174,1,45 - 54,Bachelor's degree in college (4-year),Not working and not seeking employment,"$100,000 - $149,999",Unemployed,Female,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,147479
2019-03-19 05:26:23,2019-03-19 05:27:36,IP Address,71.81.201.53,100,73,True,2019-03-19 05:27:37,R_12P8ClEjswLJ25q,,,,,35.539703369140625,-82.51509857177734375,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,3.914,3.929,12.31,2,18 - 24,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999","Management, professional, and related",Female,Daily,30 - 60 minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,,Select here to acknowledge your understanding,,993649
2019-03-19 05:41:44,2019-03-19 05:43:09,IP Address,216.26.194.20,100,85,True,2019-03-19 05:43:10,R_3khyH8UOBZirgYY,,,,,48.3683929443359375,-89.28399658203125,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,19.861,19.861,21.589,1,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$100,000 - $149,999",Government,Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,Canada,,Select here to acknowledge your understanding,,,165014
2019-03-19 06:24:36,2019-03-19 06:27:28,IP Address,107.77.205.210,100,172,True,2019-03-19 06:27:28,R_2ScN9BWUnGSQs6z,,,,,47.6092071533203125,-122.3314056396484375,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,11.174,11.174,20.552,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$80,000 - $89,999","Management, professional, and related",Female,2-3 times a week,30 - 60 minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,160303
2019-03-19 06:23:36,2019-03-19 06:28:36,IP Address,24.59.5.2,100,299,True,2019-03-19 06:28:37,R_2wKrLtMPxCW0CN0,,,,,43.0063934326171875,-75.04840087890625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,33.299,34.098,41.768,2,65 - 74,Associate or Technical degree in college (2-year),Full-time employed,"$50,000 - $59,999","Management, professional, and related",Female,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,737108
2019-03-19 06:27:21,2019-03-19 06:29:04,IP Address,68.207.242.202,100,102,True,2019-03-19 06:29:50,R_33mdAmGRNCgVcM5,,,,,27.8170013427734375,-82.62640380859375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,12.905,12.905,14.782,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999",Sales and office,Female,2-3 times a week,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,517744
2019-03-19 06:30:20,2019-03-19 06:32:54,IP Address,73.193.136.22,100,154,True,2019-03-19 06:32:55,R_2tywx3KRJNMkRNW,,,,,39.9597015380859375,-74.56549835205078125,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,14.522,14.522,15.353,1,25 - 34,Associate or Technical degree in college (2-year),Part-time employed,"$80,000 - $89,999",Service,Female,4-6 times a week,Less than 30 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,683716
2019-03-19 07:45:21,2019-03-19 07:48:33,IP Address,70.124.209.202,100,192,True,2019-03-19 07:48:33,R_3HiccCR1eh0GBaq,,,,,30.0959014892578125,-94.1688995361328125,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,24.762,24.762,25.963,1,65 - 74,High school graduate (high school diploma or equivalent including GED),Retired,"$40,000 - $49,999",Retired,Female,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,162237
2019-03-19 07:52:03,2019-03-19 07:54:38,IP Address,122.174.205.81,100,154,True,2019-03-19 07:54:38,R_0GHUEPOn2sLpxtL,,,,,9.981903076171875,76.28448486328125,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,0.763,0.763,3.394,1,25 - 34,Master's degree,Full-time employed,"$90,000 - $99,999",Service,Male,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,116368
2019-03-19 08:53:45,2019-03-19 08:57:05,IP Address,73.177.182.206,100,200,True,2019-03-19 08:57:06,R_Avxnw7eZlI0SouJ,,,,,37.2700042724609375,-77.40380096435546875,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,36.116,36.116,40.919,1,45 - 54,Some college but no degree,Full-time employed,"$20,000 - $29,999",Service,Male,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,,,Select here to acknowledge your understanding,683366
2019-03-19 09:18:38,2019-03-19 09:21:11,IP Address,103.59.202.12,100,153,True,2019-03-19 09:21:11,R_1QMnlZkxHSEB8kc,,,,,18.97210693359375,72.8246002197265625,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,17.73,17.73,19.401,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999",Service,Male,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,813291
2019-03-19 09:46:14,2019-03-19 09:48:17,IP Address,104.138.219.237,100,123,True,2019-03-19 09:48:18,R_1j8kpePRZ9DgmJD,,,,,36.0919952392578125,-80.3224029541015625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,17.121,17.121,21.614,1,25 - 34,Some college but no degree,Part-time employed,"$20,000 - $29,999","Management, professional, and related",Female,2-3 times a week,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,298008
2019-03-19 10:20:36,2019-03-19 10:22:40,IP Address,35.137.119.148,100,123,True,2019-03-19 10:22:40,R_1imK5HgKdkX7Ve1,,,,,28.36480712890625,-82.67569732666015625,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,11.857,11.857,20.8,1,45 - 54,Some college but no degree,Full-time employed,"$30,000 - $39,999",Service,Male,Daily,30 - 60 minutes,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,318782
2019-03-19 10:07:08,2019-03-19 10:09:48,IP Address,98.181.224.92,100,160,True,2019-03-19 10:25:40,R_54GhDAteuA04XaF,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,20.101,20.101,21.562,1,45 - 54,Some college but no degree,Full-time employed,"$50,000 - $59,999","Production, transportation, and material moving",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,664178
2019-03-19 11:32:45,2019-03-19 11:35:28,IP Address,76.76.90.194,100,163,True,2019-03-19 11:35:29,R_3jZqUw4dwzV8PH4,,,,,40.3849029541015625,-105.0915985107421875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,22.411,26.244,27.587,2,35 - 44,Some college but no degree,Part-time employed,"$20,000 - $29,999",Sales and office,Female,4-6 times a week,1 - 2 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,776751
2019-03-19 11:33:27,2019-03-19 11:36:24,IP Address,100.34.222.228,100,177,True,2019-03-19 11:36:25,R_2CfBqHnE3Z5R2aI,,,,,40.1681060791015625,-74.82309722900390625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,20.869,20.869,29.042,1,65 - 74,Associate or Technical degree in college (2-year),Full-time employed,"$70,000 - $79,999",Other,Female,Daily,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,385770
2019-03-19 11:36:37,2019-03-19 11:38:31,IP Address,67.44.176.158,100,114,True,2019-03-19 11:38:32,R_29lVCr1JOd1pfhZ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,19.086,19.086,20.565,1,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$50,000 - $59,999","Management, professional, and related",Female,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,171094
2019-03-19 11:44:41,2019-03-19 11:46:14,IP Address,24.211.84.54,100,92,True,2019-03-19 11:46:14,R_1i3DBHvvGk15yL6,,,,,33.973907470703125,-81.2344970703125,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,18.896,18.896,19.815,1,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$40,000 - $49,999","Management, professional, and related",Female,2-3 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,160005
2019-03-19 11:50:52,2019-03-19 11:54:41,IP Address,117.201.25.151,100,228,True,2019-03-19 11:54:41,R_O9mesartGUqRlcJ,,,,,11.649993896484375,78.16668701171875,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,29.6,29.6,32.269,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999",Sales and office,Male,4-6 times a week,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,India,,,,Select here to acknowledge your understanding,192365
2019-03-19 13:03:51,2019-03-19 13:05:08,IP Address,98.29.82.152,100,76,True,2019-03-19 13:05:08,R_1k1RsodVrUBENwo,,,,,39.1696014404296875,-84.54779815673828125,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,6.935,6.935,10.227,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$60,000 - $69,999",Other,Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,762341
2019-03-19 13:13:19,2019-03-19 13:17:08,IP Address,71.86.173.253,100,228,True,2019-03-19 13:17:08,R_3Qmx39Qs4mnxZMB,,,,,42.5767059326171875,-88.54309844970703125,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,13.25,13.25,14.382,1,25 - 34,Some college but no degree,Full-time employed,"$70,000 - $79,999","Management, professional, and related",Female,4-6 times a week,More than 7 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,787104
2019-03-19 13:16:40,2019-03-19 13:18:19,IP Address,24.143.86.84,100,98,True,2019-03-19 13:18:20,R_2B4YsJ5LhqCoJG5,,,,,45.749298095703125,-121.8350982666015625,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,9.74,9.74,21.531,1,25 - 34,Some college but no degree,Full-time employed,"$20,000 - $29,999",Sales and office,Male,2-3 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,772225
2019-03-19 09:21:46,2019-03-19 09:22:38,IP Address,103.59.202.12,93,52,False,2019-03-19 13:43:16,R_egPlfNazccjnO4F,,,,,,,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,2.305,2.305,3.836,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999",Service,Male,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,,,,
2019-03-19 13:44:49,2019-03-19 13:46:25,IP Address,72.176.127.119,100,96,True,2019-03-19 13:46:25,R_2waX3pGV7QiKXZc,,,,,27.7261962890625,-97.40779876708984375,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,3.334,3.334,11.759,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$20,000 - $29,999",Other,Female,Daily,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,,Select here to acknowledge your understanding,,562382
2019-03-19 09:30:52,2019-03-19 09:31:06,IP Address,137.52.20.242,3,14,False,2019-03-19 14:05:31,R_1eJKCpXBMdg68zu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19 14:23:22,2019-03-19 14:25:11,IP Address,72.28.171.16,100,109,True,2019-03-19 14:25:11,R_6WgBh8p2yyB1PW1,,,,,33.5059051513671875,-81.695098876953125,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,3.873,3.873,4.941,1,25 - 34,Bachelor's degree in college (4-year),Part-time employed,"$10,000 - $19,999",Sales and office,Female,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,834683
2019-03-19 14:41:56,2019-03-19 14:44:37,IP Address,79.54.98.150,100,160,True,2019-03-19 14:44:37,R_3QPkKkIelhCnzJ5,,,,,45.507904052734375,10.5186004638671875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,24.277,24.277,26.045,1,35 - 44,Master's degree,Part-time employed,"$20,000 - $29,999",Other,Female,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,Another Country,,Select here to acknowledge your understanding,,,925541
2019-03-19 15:13:07,2019-03-19 15:16:11,IP Address,50.41.231.174,100,183,True,2019-03-19 15:16:11,R_Ce4ZrCAlYdxlNXb,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,39.668,39.668,41.396,1,55 - 64,Some college but no degree,Full-time employed,"$10,000 - $19,999",Service,Female,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,443782
